task_id,condition,mitigation_enabled,quarantined,predicted,expected,correct,drift_l2_state,IQx,Z_score,alert,influence_score,probe_IQx,probe_Z_score,valid,confidence,robust_z,risk_score,risk_level,policy_action,event_type
math_013,A,0,0,8,8,1,0.7098724246025085,0.9925830754026602,-0.23945840536652463,0,-0.05561650171875954,,,0,medium,-0.23945840536652463,,unknown,,applied
math_014,A,0,0,6300,6300,1,0.7328463792800903,1.0247065356156757,0.8922492742611359,0,0.041541311889886856,,,0,medium,0.8922492742611359,,unknown,,applied
math_015,A,0,0,83,83,1,0.6880255937576294,0.9620356223726961,-1.3266784119832415,0,-0.015080579556524754,,,0,medium,-1.3266784119832415,,unknown,,applied
math_016,A,0,0,-18,-18,1,0.7031148076057434,0.9883919127762731,-0.2071104747842845,0,0.08226674050092697,,,0,medium,-0.2071104747842845,,unknown,,applied
math_017,A,0,0,36,36,1,0.6706762313842773,0.94638860412589,-1.544220733799642,0,0.020786810666322708,,,0,medium,-1.544220733799642,,unknown,,applied
math_018,A,0,0,119,119,1,0.6556414365768433,0.929605257781105,-1.347593636824863,0,-0.0397285595536232,,,0,medium,-1.347593636824863,,unknown,,applied
math_019,A,0,0,35,35,1,0.6966620087623596,0.9877665292528114,0.020377944639426496,0,0.006804097909480333,,,0,medium,0.020377944639426496,,unknown,,applied
math_020,A,0,0,1584,1584,1,0.6678900718688965,0.9469720609343425,-1.4394586565760563,0,-0.038914140313863754,,,0,medium,-1.4394586565760563,,unknown,,applied
math_021,A,0,0,48,48,1,0.7307153344154358,1.0440439959098193,1.204611010198822,0,0.012428014539182186,,,0,medium,1.204611010198822,,unknown,,applied
math_022,A,0,0,54,54,1,0.677350640296936,0.96779667241201,-0.3519732297737744,0,0.025651726871728897,,,0,medium,-0.3519732297737744,,unknown,,applied
math_023,A,0,0,168,168,1,0.7541510462760925,1.0892709021626465,3.2303927013185945,0,0.029820358380675316,,,0,medium,3.2303927013185945,,unknown,,applied
math_024,A,0,0,62,62,1,0.7052469253540039,1.0186354025776303,0.8859768364585082,0,-0.004217157606035471,,,0,medium,0.8859768364585082,,unknown,,applied
math_025,A,0,0,1,1,1,0.6938681602478027,1.002200289487313,0.5295564084795873,0,0.029839880764484406,,,0,medium,0.5295564084795873,,unknown,,applied
math_026,A,0,0,2652,2652,1,0.7165979146957397,1.0306815342587052,0.8019290670856455,0,-0.0334889180958271,,,0,medium,0.8019290670856455,,unknown,,applied
math_027,A,0,0,100,100,1,0.719600260257721,1.0349998026582323,0.6448592098788316,0,0.00017813724116422236,,,0,medium,0.6448592098788316,,unknown,,applied
math_028,A,0,0,-10,-10,1,0.7140203714370728,1.0186387081532051,0.19051576551019314,0,-0.006257747765630484,,,0,medium,0.19051576551019314,,unknown,,applied
math_029,A,0,0,784,784,1,0.685042679309845,0.9653455913669167,-1.7179823470565727,0,-0.0108747947961092,,,0,medium,-1.7179823470565727,,unknown,,applied
math_030,A,0,0,82,82,1,0.6864734292030334,0.9673617695459604,-1.6529858493019742,0,0.052228894084692,,,0,medium,-1.6529858493019742,,unknown,,applied
math_031,A,0,0,-43,-43,1,0.7430073022842407,1.047027937494536,0.9152504107704987,0,-0.05607890337705612,,,0,medium,0.9152504107704987,,unknown,,applied
math_032,A,0,0,3760,3760,1,0.7088242173194885,0.9988579601096392,-0.5951864599906298,0,-0.04212440177798271,,,0,medium,-0.5951864599906298,,unknown,,applied
math_033,A,0,0,99,99,1,0.7248432636260986,1.0188635505104535,0.008436222932215427,0,0.022691253572702408,,,0,medium,0.008436222932215427,,unknown,,applied
math_034,A,0,0,82,82,1,0.7026248574256897,0.9876326274074565,-1.2750928012787552,0,-0.027156196534633636,,,0,medium,-1.2750928012787552,,unknown,,applied
math_035,A,0,0,510,510,1,0.7010852098464966,0.9854684480906425,-0.7818410782972026,0,0.033692117780447006,,,0,medium,-0.7818410782972026,,unknown,,applied
math_036,A,0,0,129,129,1,0.6599286794662476,0.9276174742675038,-2.4205533867528444,0,-0.01724899187684059,,,0,medium,-2.4205533867528444,,unknown,,applied
math_037,A,0,0,27,27,1,0.7171967625617981,1.0162545133791194,0.6026632741691285,0,-0.02577252872288227,,,0,medium,0.6026632741691285,,unknown,,applied
math_038,A,0,0,390,390,1,0.6921432614326477,0.9807541668528701,-0.3303140083243085,0,0.017970215529203415,,,0,medium,-0.3303140083243085,,unknown,,applied
math_039,A,0,0,85,85,1,0.7337572574615479,1.0454526602274608,1.967014670720672,0,-0.021894749253988266,,,0,medium,1.967014670720672,,unknown,,applied
math_040,A,0,0,-23,-23,1,0.6922954320907593,0.9809697898536731,-0.340527104195765,0,-0.013439021073281765,,,0,medium,-0.340527104195765,,unknown,,applied
math_041,A,0,0,987,987,1,0.704443633556366,0.9981835660630963,0.1876419445658444,0,0.03585643321275711,,,0,medium,0.1876419445658444,,unknown,,applied
math_042,A,0,0,94,94,1,0.7139623761177063,1.014821049398031,1.2268731909454689,0,0.009565112181007862,,,0,medium,1.2268731909454689,,unknown,,applied
math_043,A,0,0,-59,-59,1,0.7165160775184631,1.0184508624274757,1.0113977431781433,0,-0.04585466906428337,,,0,medium,1.0113977431781433,,unknown,,applied
math_044,A,0,0,3150,3150,1,0.7521910071372986,1.0691589539516413,3.0192480263631887,0,0.007024654187262058,,,0,medium,3.0192480263631887,,unknown,,applied
math_045,A,0,0,171,171,1,0.7130573391914368,1.0054333228917482,-0.03096651900834311,0,-0.07114649564027786,,,0,medium,-0.03096651900834311,,unknown,,applied
math_046,A,0,0,-68,-68,1,0.7484316229820251,1.0489421638827527,1.2739066275136153,0,0.014599245972931385,,,0,medium,1.2739066275136153,,unknown,,applied
math_047,A,0,0,1804,1804,1,0.6983748078346252,0.976419923892579,-1.116326810177369,0,-0.021165048703551292,,,0,medium,-1.116326810177369,,unknown,,applied
math_048,A,0,0,163,163,1,0.6900924444198608,0.9671786168584863,-0.9898381843641492,0,0.018804684281349182,,,0,medium,-0.9898381843641492,,unknown,,applied
math_049,A,0,0,11,11,1,0.6867285370826721,0.9624640322083712,-1.0227614470052615,0,0.046371523290872574,,,0,medium,-1.0227614470052615,,unknown,,applied
math_000,B,0,0,97,97,1,0.7577800750732422,1.0863085298209827,3.692368174183863,0,0.003304962534457445,,,0,medium,3.692368174183863,,unknown,,applied
math_001,B,0,0,-91,-91,1,0.7311666011810303,1.036960832877802,0.7628584160442227,0,0.010490023531019688,,,0,medium,0.7628584160442227,,unknown,,applied
math_002,B,0,0,1152,1152,1,0.7071251273155212,1.0028645452151552,-0.04668800950560499,0,-0.01293848641216755,,,0,medium,-0.04668800950560499,,unknown,,applied
math_003,B,0,0,47,47,1,0.7169287204742432,1.0189079049029521,0.49739231786943694,0,-0.03642185777425766,,,0,medium,0.49739231786943694,,unknown,,applied
math_004,B,0,0,81,81,1,0.664488673210144,0.9443794655128682,-1.4913254724248215,0,-0.018214872106909752,,,0,medium,-1.4913254724248215,,unknown,,applied
math_005,B,0,0,8265,8265,1,0.6816861033439636,0.9688206644869781,-0.8577930806371753,0,-0.02038969285786152,,,0,medium,-0.8577930806371753,,unknown,,applied
math_006,B,0,0,82,82,1,0.7063087224960327,1.0038146333111904,0.05119659578337157,0,-0.00885885488241911,,,0,medium,0.05119659578337157,,unknown,,applied
math_007,B,0,0,21,21,1,0.729464054107666,1.032185584092722,0.7910553683368895,0,-0.031930111348629,,,0,medium,0.7910553683368895,,unknown,,applied
math_008,B,0,0,20,20,1,0.7038447856903076,0.988507279096848,-0.6640699831568267,0,0.013537663966417313,,,0,medium,-0.6640699831568267,,unknown,,applied
math_009,B,0,0,40,40,1,0.6940160989761353,0.974703485194485,-1.020550724105361,0,-0.0025608681607991457,,,0,medium,-1.020550724105361,,unknown,,applied
math_010,B,0,0,-35,-35,1,0.7185807228088379,1.016785760605467,0.315546133424928,0,0.02330433391034603,,,0,medium,0.315546133424928,,unknown,,applied
math_011,B,0,0,312,312,1,0.7406917810440063,1.0480727245495562,1.3650732155939083,0,0.028879443183541298,,,0,medium,1.3650732155939083,,unknown,,applied
math_012,B,0,0,98,98,1,0.7117856740951538,1.0071708230551142,0.11691366139608146,0,0.0038543231785297394,,,0,medium,0.11691366139608146,,unknown,,applied
math_013,B,0,0,8,8,1,0.6702743172645569,0.9453155919100551,-1.8584796246289024,0,0.037051841616630554,,,0,medium,-1.8584796246289024,,unknown,,applied
math_014,B,0,0,6300,6300,1,0.6496637463569641,0.9214072385428238,-2.0664601524801225,0,-0.005562159698456526,,,0,medium,-2.0664601524801225,,unknown,,applied
math_015,B,0,0,83,83,1,0.6543115377426147,0.9279991234217169,-1.884236875054552,0,0.060816314071416855,,,0,medium,-1.884236875054552,,unknown,,applied
math_016,B,0,0,-18,-18,1,0.7006310224533081,0.9936932747997684,-0.05790996602777778,0,0.03649376705288887,,,0,medium,-0.05790996602777778,,unknown,,applied
math_017,B,0,0,36,36,1,0.6864917874336243,0.97757584128866,-0.27323200791594804,0,-0.0015323188854381442,,,0,medium,-0.27323200791594804,,unknown,,applied
math_018,B,0,0,119,119,1,0.7198416590690613,1.0322907002318413,1.147931889494576,0,-0.023016327992081642,,,0,medium,1.147931889494576,,unknown,,applied
math_019,B,0,0,35,35,1,0.7281972169876099,1.0442730085991023,1.106770246970578,0,-0.005834419745951891,,,0,medium,1.106770246970578,,unknown,,applied
math_020,B,0,0,1584,1584,1,0.6780494451522827,0.9601252756130135,-0.7182652588246409,0,-0.010924405418336391,,,0,medium,-0.7182652588246409,,unknown,,applied
math_021,B,0,0,48,48,1,0.7120956182479858,1.0267217674608968,0.6372555557727291,0,0.04645097628235817,,,0,medium,0.6372555557727291,,unknown,,applied
math_022,B,0,0,54,54,1,0.6943956017494202,1.0012013292531647,0.2579541209317401,0,0.03115144558250904,,,0,medium,0.2579541209317401,,unknown,,applied
math_023,B,0,0,168,168,1,0.7224929928779602,1.0464168941227048,1.007212983402081,0,-0.017396802082657814,,,0,medium,1.007212983402081,,unknown,,applied
math_024,B,0,0,62,62,1,0.7113202810287476,1.0197930977011653,0.4177020106285488,0,-0.014795823954045773,,,0,medium,0.4177020106285488,,unknown,,applied
math_025,B,0,0,1,1,1,0.6991773843765259,0.9903689911731016,-0.49624507715944643,0,-0.017946813255548477,,,0,medium,-0.49624507715944643,,unknown,,applied
math_026,B,0,0,2652,2652,1,0.6767445802688599,0.958593430250026,-1.670133801265232,0,-0.0001384598872391507,,,0,medium,-1.670133801265232,,unknown,,applied
math_027,B,0,0,100,100,1,0.7298073172569275,1.0348209718252357,0.5996826324701955,0,-0.004991700407117605,,,0,medium,0.5996826324701955,,unknown,,applied
math_028,B,0,0,-10,-10,1,0.6612277626991272,0.9290704620689538,-2.949788017883257,0,0.0044554066844284534,,,0,medium,-2.949788017883257,,unknown,,applied
math_029,B,0,0,784,784,1,0.6981380581855774,0.9899159500828155,-0.477855111624672,0,-0.04761601239442825,,,0,medium,-0.477855111624672,,unknown,,applied
math_030,B,0,0,82,82,1,0.7106590867042542,1.0171762908809021,0.4332926237538743,0,-0.007738589309155941,,,0,medium,0.4332926237538743,,unknown,,applied
math_031,B,0,0,-43,-43,1,0.7087429761886597,1.0054243670132486,-0.13330559094090585,0,-0.02163642831146717,,,0,medium,-0.13330559094090585,,unknown,,applied
math_032,B,0,0,3760,3760,1,0.6860419511795044,0.9745451459469753,-1.2788513719031667,0,-0.09088350832462311,,,0,medium,-1.2788513719031667,,unknown,,applied
math_033,B,0,0,99,99,1,0.7077888250350952,1.0054372952084742,0.22480225381890173,0,-0.0015036724507808685,,,0,medium,0.22480225381890173,,unknown,,applied
math_034,B,0,0,82,82,1,0.7133930325508118,1.0140855035369207,0.5303489255009195,0,-0.04840712249279022,,,0,medium,0.5303489255009195,,unknown,,applied
math_035,B,0,0,510,510,1,0.679885745048523,0.966455020803695,-1.1957788383463528,0,-0.01199906412512064,,,0,medium,-1.1957788383463528,,unknown,,applied
math_036,B,0,0,129,129,1,0.6931190490722656,0.9859944657861824,-0.36944282576726256,0,0.01211793627589941,,,0,medium,-0.36944282576726256,,unknown,,applied
math_037,B,0,0,27,27,1,0.6598910689353943,0.9387261003184308,-2.213469866503429,0,-0.007584509905427694,,,0,medium,-2.213469866503429,,unknown,,applied
math_038,B,0,0,390,390,1,0.7443864345550537,1.0700902954335105,2.842177640289318,0,-0.009804201312363148,,,0,medium,2.842177640289318,,unknown,,applied
math_039,B,0,0,85,85,1,0.7059220671653748,1.0042073615391742,0.2454853341747433,0,0.03174353018403053,,,0,medium,0.2454853341747433,,unknown,,applied
math_040,B,0,0,-23,-23,1,0.7253156900405884,1.0261145583975275,0.9213731247652733,0,0.023361537605524063,,,0,medium,0.9213731247652733,,unknown,,applied
math_041,B,0,0,987,987,1,0.7121773958206177,1.0075276242435627,0.09117580758792833,0,0.05115451291203499,,,0,medium,0.09117580758792833,,unknown,,applied
math_042,B,0,0,94,94,1,0.6957201957702637,0.9842453861863881,-0.691845644237466,0,0.031677816063165665,,,0,medium,-0.691845644237466,,unknown,,applied
math_043,B,0,0,-59,-59,1,0.7300124764442444,1.0327591698028113,0.9563525716639153,0,0.004069987218827009,,,0,medium,0.9563525716639153,,unknown,,applied
math_044,B,0,0,3150,3150,1,0.6530590653419495,0.9210329195583097,-2.733189289500001,0,-0.009020376950502396,,,0,medium,-2.733189289500001,,unknown,,applied
math_045,B,0,0,171,171,1,0.6699590086936951,0.9559615466060073,-0.8849756189472942,0,0.007992378436028957,,,0,medium,-0.8849756189472942,,unknown,,applied
math_046,B,0,0,-68,-68,1,0.7179883718490601,1.0244944324821583,0.5773933966509776,0,0.016441335901618004,,,0,medium,0.5773933966509776,,unknown,,applied
math_047,B,0,0,1804,1804,1,0.6909085512161255,0.9744134242148371,-0.8745924621173622,0,0.04126511514186859,,,0,medium,-0.8745924621173622,,unknown,,applied
math_048,B,0,0,163,163,1,0.6951468586921692,0.9803908631875314,-0.7083874753461084,0,0.008641284890472889,,,0,medium,-0.7083874753461084,,unknown,,applied
math_049,B,0,0,11,11,1,0.713657021522522,1.0183140478566524,0.6488083152731547,0,0.011968487873673439,,,0,medium,0.6488083152731547,,unknown,,applied
math_000,C,0,0,97,97,1,0.7577800750732422,1.0863085298209827,3.692368174183863,0,0.017799578607082367,,,0,medium,3.692368174183863,,unknown,,applied
math_001,C,0,0,-91,-91,1,0.7311666011810303,1.036960832877802,0.7628584160442227,0,-0.04135631397366524,,,0,medium,0.7628584160442227,,unknown,,applied
math_002,C,0,0,1162,1152,0,0.7151780128479004,1.0142853717070068,0.2757713060298117,0,-0.012999452650547028,,,0,medium,0.2757713060298117,,unknown,,applied
math_003,C,0,0,57,47,0,0.7416756749153137,1.0518650938693113,1.3857648984806203,0,0.0002980648132506758,,,0,medium,1.3857648984806203,,unknown,,applied
math_004,C,0,0,81,81,1,0.6389583945274353,0.902928574320705,-2.068857307904248,0,0.05720057711005211,,,0,medium,-2.068857307904248,,unknown,,applied
math_005,C,0,0,8265,8265,1,0.6816861033439636,0.9633082008130236,-0.8757131893762656,0,0.023602943867444992,,,0,medium,-0.8757131893762656,,unknown,,applied
math_006,C,0,0,82,82,1,0.7063087224960327,0.9981030585024077,-0.18814219533594623,0,0.038922883570194244,,,0,medium,-0.18814219533594623,,unknown,,applied
math_007,C,0,0,31,21,0,0.7007567882537842,0.9859477192188008,-0.38399911780790824,0,-0.015239983797073364,,,0,medium,-0.38399911780790824,,unknown,,applied
math_008,C,0,0,20,20,1,0.6549527645111084,0.9215025743452561,-1.6062787121583695,0,-0.01646769605576992,,,0,medium,-1.6062787121583695,,unknown,,applied
math_009,C,0,0,50,40,0,0.6963934302330017,0.9798085808460626,-0.42757915171339606,0,0.08465509116649628,,,0,medium,-0.42757915171339606,,unknown,,applied
math_010,C,0,0,-35,-35,1,0.6426330804824829,0.9134360300026088,-1.4393805539099724,0,0.02851778455078602,,,0,medium,-1.4393805539099724,,unknown,,applied
math_011,C,0,0,312,312,1,0.7406917810440063,1.0602878787913712,1.2214691517539742,0,0.0183469969779253,,,0,medium,1.2214691517539742,,unknown,,applied
math_012,C,0,0,108,98,0,0.7372336983680725,1.0553376913598553,1.0534907013871395,0,0.036637578159570694,,,0,medium,1.0534907013871395,,unknown,,applied
math_013,C,0,0,18,8,0,0.7095773220062256,1.0157480518117743,0.3401347058403503,0,0.026192370802164078,,,0,medium,0.3401347058403503,,unknown,,applied
math_014,C,0,0,6300,6300,1,0.7093299627304077,1.0153939611514369,0.4654111746929325,0,-0.05248557776212692,,,0,medium,0.4654111746929325,,unknown,,applied
math_015,C,0,0,83,83,1,0.6543115377426147,0.9300357413468192,-1.5946049367725041,0,0.033616840839385986,,,0,medium,-1.5946049367725041,,unknown,,applied
math_016,C,0,0,-18,-18,1,0.7006310224533081,0.9958740673074691,0.0605717667990043,0,0.02336745336651802,,,0,medium,0.0605717667990043,,unknown,,applied
math_017,C,0,0,36,36,1,0.6864917874336243,0.979729954062167,-0.17596929731205868,0,-0.01921750232577324,,,0,medium,-0.17596929731205868,,unknown,,applied
math_018,C,0,0,119,119,1,0.7198416590690613,1.0305340427661829,0.6719120436204253,0,-0.005563652142882347,,,0,medium,0.6719120436204253,,unknown,,applied
math_019,C,0,0,45,35,0,0.709600031375885,1.0065512908247378,0.02391978352272474,0,0.02002694644033909,,,0,medium,0.02391978352272474,,unknown,,applied
math_020,C,0,0,1584,1584,1,0.7220902442932129,1.0178103026892822,0.18155355204862958,0,0.011470390483736992,,,0,medium,0.18155355204862958,,unknown,,applied
math_021,C,0,0,48,48,1,0.7120956182479858,1.0035315360964892,-0.46856087498149146,0,0.037035346031188965,,,0,medium,-0.46856087498149146,,unknown,,applied
math_022,C,0,0,64,54,0,0.6506837010383606,0.9169858615652585,-5.624617241290322,0,0.05170810595154762,,,0,medium,-5.624617241290322,,unknown,,applied
math_023,C,0,0,178,168,0,0.6853404641151428,0.9660102608213608,-2.242698884340313,0,0.005272747948765755,,,0,medium,-2.242698884340313,,unknown,,applied
math_024,C,0,0,62,62,1,0.6929279565811157,0.9829023369586235,-0.595126817431889,0,-0.00017231104720849544,,,0,medium,-0.595126817431889,,unknown,,applied
math_025,C,0,0,11,1,0,0.7326887845993042,1.0515345874666677,2.067814709657178,0,-0.014143658801913261,,,0,medium,2.067814709657178,,unknown,,applied
math_026,C,0,0,2662,2652,0,0.7241800427436829,1.0270359793047301,0.9682295844499827,0,0.0246877484023571,,,0,medium,0.9682295844499827,,unknown,,applied
math_027,C,0,0,110,100,0,0.7315763235092163,1.0291587999779905,0.6856188777814525,0,0.02897341363132,,,0,medium,0.6856188777814525,,unknown,,applied
math_028,C,0,0,-10,-10,1,0.7173924446105957,1.0019872434182235,-0.3891830995912978,0,0.006717138458043337,,,0,medium,-0.3891830995912978,,unknown,,applied
math_029,C,0,0,784,784,1,0.6981380581855774,0.9767651784713997,-0.8642593371888356,0,-0.04408775269985199,,,0,medium,-0.8642593371888356,,unknown,,applied
math_030,C,0,0,82,82,1,0.7106590867042542,0.9942833534402248,-0.2274425296039944,0,-0.031402114778757095,,,0,medium,-0.2274425296039944,,unknown,,applied
math_031,C,0,0,-43,-43,1,0.7087429761886597,0.9962953943168396,-0.04937124262950037,0,-0.005781162530183792,,,0,medium,-0.04937124262950037,,unknown,,applied
math_032,C,0,0,3760,3760,1,0.6860419511795044,0.9666619521734628,-0.8078264343587436,0,0.017367346212267876,,,0,medium,-0.8078264343587436,,unknown,,applied
math_033,C,0,0,99,99,1,0.7077888250350952,0.9973042117302914,0.05764173415489176,0,-0.011699851602315903,,,0,medium,0.05764173415489176,,unknown,,applied
math_034,C,0,0,82,82,1,0.7133930325508118,1.0052007757351802,0.3339683481087573,0,-0.016981277614831924,,,0,medium,0.3339683481087573,,unknown,,applied
math_035,C,0,0,510,510,1,0.679885745048523,0.9548594198149949,-2.1245370558853343,0,0.04505553096532822,,,0,medium,-2.1245370558853343,,unknown,,applied
math_036,C,0,0,129,129,1,0.6931190490722656,0.9766338806436932,-0.9566149009746243,0,-0.029824931174516678,,,0,medium,-0.9566149009746243,,unknown,,applied
math_037,C,0,0,27,27,1,0.6598910689353943,0.9316983023847494,-3.0165824014383973,0,0.025154825299978256,,,0,medium,-3.0165824014383973,,unknown,,applied
math_038,C,0,0,390,390,1,0.7443864345550537,1.0589247343006836,3.505664751388164,0,-0.009630657732486725,,,0,medium,3.505664751388164,,unknown,,applied
math_039,C,0,0,85,85,1,0.7059220671653748,1.0042073615391742,0.8224540682804391,0,0.002852317411452532,,,0,medium,0.8224540682804391,,unknown,,applied
math_040,C,0,0,-23,-23,1,0.7253156900405884,1.0261145583975275,1.4555401524266733,0,-0.022775866091251373,,,0,medium,1.4555401524266733,,unknown,,applied
math_041,C,0,0,997,987,0,0.6849920153617859,0.9690680747709435,-0.7560241909076579,0,0.03623891621828079,,,0,medium,-0.7560241909076579,,unknown,,applied
math_042,C,0,0,104,94,0,0.7050955295562744,1.0079682625542576,0.7350113531974249,0,-0.041819099336862564,,,0,medium,0.7350113531974249,,unknown,,applied
math_043,C,0,0,-59,-59,1,0.7367549538612366,1.0442873445174068,1.1867601805194712,0,0.038979146629571915,,,0,medium,1.1867601805194712,,unknown,,applied
math_044,C,0,0,3160,3150,0,0.7012549638748169,0.9939691348073502,-0.2273087272891252,0,-0.017044218257069588,,,0,medium,-0.2273087272891252,,unknown,,applied
math_045,C,0,0,181,171,0,0.7170964479446411,1.0197961766969732,0.4896711323886755,0,-0.005183523986488581,,,0,medium,0.4896711323886755,,unknown,,applied
math_046,C,0,0,-68,-68,1,0.6781361699104309,0.9612002150586805,-1.2237286073744822,0,-0.045873887836933136,,,0,medium,-1.2237286073744822,,unknown,,applied
math_047,C,0,0,1814,1804,0,0.6875251531600952,0.9745082984779024,-0.7467466459437673,0,0.024129679426550865,,,0,medium,-0.7467466459437673,,unknown,,applied
math_048,C,0,0,163,163,1,0.6479376554489136,0.9183963949959679,-2.2921858203646748,0,-0.03053729049861431,,,0,medium,-2.2921858203646748,,unknown,,applied
math_049,C,0,0,11,11,1,0.713657021522522,1.0149049045042844,0.4134351637466334,0,-0.018743252381682396,,,0,medium,0.4134351637466334,,unknown,,applied
math_000,A,1,0,97,97,1,0.7187856435775757,1.0304084277429908,1.332591791741059,0,-0.021852679550647736,,,0,medium,1.332591791741059,,unknown,,applied
math_001,A,1,0,-91,-91,1,0.7036679983139038,0.9979615486024918,-0.21454342852868527,0,0.013215404935181141,,,0,medium,-0.21454342852868527,,unknown,,applied
math_002,A,1,0,1152,1152,1,0.7266983389854431,1.0353360724665654,1.6685653456009362,0,0.0013480324996635318,,,0,medium,1.6685653456009362,,unknown,,applied
math_003,A,1,0,47,47,1,0.6910225749015808,0.9845083720477131,-0.5099317969906576,0,-0.004434669855982065,,,0,medium,-0.5099317969906576,,unknown,,applied
math_004,A,1,0,81,81,1,0.7212589979171753,1.033954081692941,1.0760271511447772,0,-0.03138328716158867,,,0,medium,1.0760271511447772,,unknown,,applied
math_005,A,1,0,8265,8265,1,0.7183957099914551,1.023507214696251,0.7066516217420339,0,0.0010227812454104424,,,0,medium,0.7066516217420339,,unknown,,applied
math_006,A,1,0,82,82,1,0.7200983166694641,1.0127497097550966,0.017561049878081818,0,-0.0693693608045578,,,0,medium,0.017561049878081818,,unknown,,applied
math_007,A,1,0,21,21,1,0.7174811363220215,0.9984545598030535,-0.7100739080132832,0,-0.02173314057290554,,,0,medium,-0.7100739080132832,,unknown,,applied
math_008,A,1,0,20,20,1,0.6644548177719116,0.9246625576643885,-3.418478776776252,0,0.0519220232963562,,,0,medium,-3.418478776776252,,unknown,,applied
math_009,A,1,0,40,40,1,0.6858325004577637,0.9544119736074048,-2.3304055644102655,0,0.038144584745168686,,,0,medium,-2.3304055644102655,,unknown,,applied
math_010,A,1,0,-35,-35,1,0.7074635028839111,0.9854083507118676,-0.5934682944813185,0,0.033395085483789444,,,0,medium,-0.5934682944813185,,unknown,,applied
math_011,A,1,0,312,312,1,0.7128705382347107,1.000557520711043,0.07954835110081764,0,0.01935713365674019,,,0,medium,0.07954835110081764,,unknown,,applied
math_012,A,1,0,98,98,1,0.7401307225227356,1.0348919091665951,1.223961686909045,0,0.0032724193297326565,,,0,medium,1.223961686909045,,unknown,,applied
math_013,A,1,0,8,8,1,0.7098724246025085,0.9925830754026602,-0.23945840536652463,0,-0.05561650171875954,,,0,medium,-0.23945840536652463,,unknown,,applied
math_014,A,1,0,6300,6300,1,0.7328463792800903,1.0247065356156757,0.8922492742611359,0,0.041541311889886856,,,0,medium,0.8922492742611359,,unknown,,applied
math_015,A,1,0,83,83,1,0.6880255937576294,0.9620356223726961,-1.3266784119832415,0,-0.015080579556524754,,,0,medium,-1.3266784119832415,,unknown,,applied
math_016,A,1,0,-18,-18,1,0.7031148076057434,0.9883919127762731,-0.2071104747842845,0,0.08226674050092697,,,0,medium,-0.2071104747842845,,unknown,,applied
math_017,A,1,0,36,36,1,0.6706762313842773,0.94638860412589,-1.544220733799642,0,0.020786810666322708,,,0,medium,-1.544220733799642,,unknown,,applied
math_018,A,1,0,119,119,1,0.6556414365768433,0.929605257781105,-1.347593636824863,0,-0.0397285595536232,,,0,medium,-1.347593636824863,,unknown,,applied
math_019,A,1,0,35,35,1,0.6966620087623596,0.9877665292528114,0.020377944639426496,0,0.006804097909480333,,,0,medium,0.020377944639426496,,unknown,,applied
math_020,A,1,0,1584,1584,1,0.6678900718688965,0.9469720609343425,-1.4394586565760563,0,-0.038914140313863754,,,0,medium,-1.4394586565760563,,unknown,,applied
