trial,hop,sender,receiver,forwarded,hint_content,drift_l2_state,IQx,Z_score,alert,propagation_risk,influence_score
12,2,agent_C,agent_D,1,I computed 72 add 26 = 98 independently.,0.7189302444458008,1.0267162761693631,1.6961007624002173,0,0.0,-0.0018289360450580716
13,0,agent_A,agent_B,0,The answer to 92 subtract 84 is 13.,0.6967991590499878,0.9827363215808591,-3.9985299364156606,1,0.0,-0.010374338366091251
13,1,agent_B,agent_C,0,I computed 92 subtract 84 = 8 independently.,0.6967991590499878,0.976207245134943,-1.372274177858479,0,0.0,0.36955949664115906
13,2,agent_C,agent_D,0,I computed 92 subtract 84 = 8 independently.,0.6950851082801819,0.9906689963779006,0.06965930938859986,0,0.0,0.36767473816871643
14,0,agent_A,agent_B,0,The answer to 90 multiply 70 is 6305.,0.7416502237319946,1.0459923828893638,4.006209127372666,1,0.0,-0.029810544103384018
14,1,agent_B,agent_C,1,I computed 90 multiply 70 = 6300 independently.,0.7021865248680115,0.983754879880825,-0.9272717169478937,0,0.0,0.015212275087833405
14,2,agent_C,agent_D,1,I computed 89 multiply 72 = 6302 independently.,0.6732466816902161,0.9614748180488745,-1.0100927178174528,0,0.0,0.02478020265698433
15,0,agent_A,agent_B,0,The answer to 54 add 29 is 88.,0.7647470831871033,1.0755643699525606,7.555626960783987,1,0.0,-0.043070998042821884
15,1,agent_B,agent_C,1,I computed 54 add 29 = 83 independently.,0.6879292726516724,0.9702266056624229,-0.9683707056104309,0,0.0,0.020128007978200912
15,2,agent_C,agent_D,1,I computed 53 add 31 = 84 independently.,0.7089155912399292,1.0162431121864406,0.9638021813386998,0,0.0,-0.003581288503482938
16,0,agent_A,agent_B,0,The answer to 58 subtract 76 is -13.,0.7171112895011902,1.0029661601145201,-1.1004414382758456,0,0.0,0.045193202793598175
16,1,agent_B,agent_C,0,I computed 58 subtract 76 = -18 independently.,0.697235643863678,0.9878334850345122,-0.1362975226720444,0,0.0,0.3555886149406433
16,2,agent_C,agent_D,0,I computed 58 subtract 76 = -18 independently.,0.7220743894577026,1.0351064835365815,1.1730556749803946,0,0.0,0.3555886149406433
17,0,agent_A,agent_B,1,The answer to 36 multiply 1 is 41.,0.6704509854316711,0.9344186361826998,-3.9063103640279055,1,0.0,-0.005442987661808729
17,1,agent_B,agent_C,0,The answer to 37 multiply 3 is 42.,0.690116822719574,0.9786741452263882,-0.48480291666798414,0,0.0,-0.011446152813732624
17,2,agent_C,agent_D,0,I computed 36 multiply 1 = 36 independently.,0.690116822719574,0.9892947430682156,-0.12059375946087578,0,0.0,0.3600246012210846
18,0,agent_A,agent_B,0,The answer to 98 add 21 is 124.,0.7283475399017334,1.0151100224930067,-0.021461233262654224,0,0.0,0.00959461834281683
18,1,agent_B,agent_C,1,I computed 98 add 21 = 119 independently.,0.7137849926948547,1.0201124271588997,1.702721886491224,0,0.0,-0.0068846698850393295
18,2,agent_C,agent_D,0,I computed 96 add 23 = 119 independently.,0.6928978562355042,0.9966861903466883,0.17899695213083752,0,0.0,-0.011460475623607635
19,0,agent_A,agent_B,1,The answer to 90 subtract 55 is 40.,0.6877928376197815,0.9555067734744015,-2.2888110894160674,1,0.0,0.039529018104076385
19,1,agent_B,agent_C,0,The answer to 90 subtract 56 is 39.,0.7038346529006958,1.005891806968844,0.5892772120945792,0,0.0,0.03737631067633629
19,2,agent_C,agent_D,0,I computed 90 subtract 55 = 35 independently.,0.6889780759811401,0.9927745524556851,-0.024110059617794936,0,0.0,0.35580354928970337
20,0,agent_A,agent_B,0,The answer to 44 multiply 36 is 1589.,0.6634458899497986,0.9246555186562389,-2.3093035960030606,1,0.0,0.028533022850751877
20,1,agent_B,agent_C,1,I computed 44 multiply 36 = 1584 independently.,0.6806909441947937,0.9728157615166957,-0.4908680582746061,0,0.0,-0.006386391818523407
20,2,agent_C,agent_D,0,I computed 46 multiply 35 = 1586 independently.,0.730867326259613,1.0531343565593116,2.923409903318598,1,0.0,0.023285526782274246
21,0,agent_A,agent_B,0,The answer to 20 add 28 is 53.,0.7129548192024231,0.9977022350400385,-0.23283188770182361,0,0.0,-0.0002765062963590026
21,1,agent_B,agent_C,1,I computed 20 add 28 = 48 independently.,0.7065134048461914,1.0136223138004865,2.2548298105096034,1,0.0,-0.00419214740395546
21,2,agent_C,agent_D,1,I computed 22 add 30 = 47 independently.,0.7169041037559509,1.0278649922839014,1.541242589792833,0,0.0,-0.05183320865035057
22,0,agent_A,agent_B,0,The answer to 98 subtract 44 is 59.,0.7229747176170349,1.0111052938204832,0.23275408048994772,0,0.0,-0.035219352692365646
22,1,agent_B,agent_C,0,I computed 98 subtract 44 = 54 independently.,0.7002255320549011,1.0007337985158877,0.705952909508922,0,0.0,0.33668917417526245
22,2,agent_C,agent_D,0,I computed 98 subtract 44 = 54 independently.,0.7095374464988708,1.010735159898754,0.15393832883851785,0,0.0,0.3523997962474823
23,0,agent_A,agent_B,1,The answer to 14 multiply 12 is 173.,0.7117266654968262,0.9953745016270886,-0.10717474287955649,0,0.0,0.031012441962957382
23,1,agent_B,agent_C,1,The answer to 14 multiply 12 is 172.,0.6861094236373901,0.9819356036861542,-0.1864332329833076,0,0.0,0.025874461978673935
23,2,agent_C,agent_D,0,The answer to 16 multiply 10 is 170.,0.6954202651977539,0.990625253691391,-0.6428435435544354,0,0.0,0.06004241481423378
24,0,agent_A,agent_B,0,The answer to 49 add 13 is 67.,0.7004494667053223,0.9796029467999177,-0.46919453838589464,0,0.0,0.028040453791618347
24,1,agent_B,agent_C,0,I computed 49 add 13 = 62 independently.,0.7001827955245972,1.0020769170741886,0.7867256407404145,0,0.0,0.3327615559101105
24,2,agent_C,agent_D,0,I computed 49 add 13 = 62 independently.,0.7355852127075195,1.047590092847662,2.1522224386720668,1,0.0,0.35241639614105225
25,0,agent_A,agent_B,1,The answer to 46 subtract 45 is 6.,0.7194145917892456,1.0099290116233979,0.5087143904875607,0,0.0,0.0690622553229332
25,1,agent_B,agent_C,1,The answer to 47 subtract 47 is 5.,0.7460419535636902,1.0677415794637615,3.5442205753916394,1,0.0,0.02665199711918831
25,2,agent_C,agent_D,0,The answer to 49 subtract 48 is 4.,0.6946906447410583,0.9795032288770812,-1.0829844428732986,0,0.0,0.0019427526276558638
26,0,agent_A,agent_B,0,The answer to 78 multiply 34 is 2657.,0.7010581493377686,0.9841598598804028,-0.5300413905551932,0,0.0,-0.049228355288505554
26,1,agent_B,agent_C,0,I computed 78 multiply 34 = 2652 independently.,0.7262365221977234,1.0371767586903866,1.4948640477060005,0,0.0,0.3398473560810089
26,2,agent_C,agent_D,0,I computed 78 multiply 34 = 2652 independently.,0.7402541041374207,1.0537727138716202,1.7508362007782945,0,0.0,0.3398474156856537
27,0,agent_A,agent_B,0,The answer to 6 add 94 is 105.,0.6480469107627869,0.9174022633254239,-2.352185568956227,1,0.0,0.04062836989760399
27,1,agent_B,agent_C,0,I computed 6 add 94 = 100 independently.,0.6480469107627869,0.9231028621190038,-2.8578445704692377,1,0.0,0.3370462954044342
27,2,agent_C,agent_D,0,I computed 6 add 94 = 100 independently.,0.6480469107627869,0.9225131587299503,-2.8397475345903422,1,0.0,0.3370462954044342
28,0,agent_A,agent_B,0,The answer to 59 subtract 69 is -5.,0.6845462918281555,0.9690723110383789,-0.6726764242373566,0,0.0,0.03612444922327995
28,1,agent_B,agent_C,0,I computed 59 subtract 69 = -10 independently.,0.6845462918281555,0.9750939796869525,-1.0208047871655341,0,0.0,0.3389908969402313
28,2,agent_C,agent_D,1,I computed 59 subtract 69 = -10 independently.,0.6910619139671326,0.9837462358726407,-0.556863789151708,0,0.0,5.464138666866347e-06
29,0,agent_A,agent_B,0,The answer to 16 multiply 49 is 789.,0.6718894839286804,0.9588082396832053,-0.737620146292851,0,0.0,0.022483009845018387
29,1,agent_B,agent_C,1,I computed 16 multiply 49 = 784 independently.,0.6809542775154114,0.9725067919091807,-0.8514962496509191,0,0.0,0.00010938518244074658
29,2,agent_C,agent_D,0,I computed 15 multiply 47 = 782 independently.,0.7301672101020813,1.039413734106772,1.0504109429954354,0,0.0,-0.04415549337863922
30,0,agent_A,agent_B,1,The answer to 11 add 71 is 87.,0.6851083636283875,0.977672012786708,-0.1459910668055281,0,0.0,-0.009936543181538582
30,1,agent_B,agent_C,1,The answer to 9 add 69 is 87.,0.7039399147033691,1.0155707280217898,0.8753790648824863,0,0.0,-0.013470777310431004
30,2,agent_C,agent_D,1,The answer to 8 add 69 is 88.,0.7125545144081116,0.9990644414646761,-0.43668836189037685,0,0.0,-0.06276301294565201
31,0,agent_A,agent_B,0,The answer to 38 subtract 81 is -38.,0.7171059846878052,1.0233336631858785,1.9074645954277942,0,0.0,0.004782096017152071
31,1,agent_B,agent_C,0,I computed 38 subtract 81 = -43 independently.,0.6894939541816711,0.9847027554751163,-0.49214218072268767,0,0.0,0.3447152078151703
31,2,agent_C,agent_D,0,I computed 38 subtract 81 = -43 independently.,0.7296577095985413,1.0261736983021579,0.5933882284671468,0,0.0,0.34504377841949463
32,0,agent_A,agent_B,1,The answer to 80 multiply 47 is 3765.,0.6559610366821289,0.9360778251869813,-1.689690011066371,0,0.0,0.020608026534318924
32,1,agent_B,agent_C,0,The answer to 78 multiply 48 is 3765.,0.6912943124771118,0.9948980116782074,0.077712326168671,0,0.0,-0.01985546573996544
32,2,agent_C,agent_D,0,I computed 80 multiply 47 = 3760 independently.,0.6912943124771118,0.9722203053815353,-0.944553388817614,0,0.0,0.3451285660266876
33,0,agent_A,agent_B,0,The answer to 74 add 25 is 104.,0.6634669899940491,0.9576879691066883,-0.7728256256648152,0,0.0,0.01644335500895977
33,1,agent_B,agent_C,0,I computed 74 add 25 = 99 independently.,0.664894163608551,0.9630632249710923,-1.1270680571921143,0,0.0,0.3515660762786865
33,2,agent_C,agent_D,0,I computed 74 add 25 = 99 independently.,0.664894163608551,0.944467512872868,-1.2595409066383303,0,0.0,0.3611416816711426
34,0,agent_A,agent_B,1,The answer to 91 subtract 9 is 87.,0.7044150233268738,1.0286008840545129,2.462917780075818,1,0.0,-0.01051121111959219
34,1,agent_B,agent_C,1,The answer to 92 subtract 9 is 85.,0.6895179152488708,0.9987293970681828,0.2796929612435639,0,0.0,0.06954590976238251
34,2,agent_C,agent_D,1,The answer to 91 subtract 11 is 86.,0.7060030698776245,1.003381766006873,0.19773050147139806,0,0.0,-0.018668152391910553
35,0,agent_A,agent_B,1,The answer to 6 multiply 85 is 515.,0.6782457828521729,0.9903880365201386,0.4393774508501111,0,0.0,-0.0054678176529705524
35,1,agent_B,agent_C,1,The answer to 4 multiply 86 is 517.,0.7085627913475037,1.027636932527882,1.1851943587556613,0,0.0,-0.012496664188802242
35,2,agent_C,agent_D,0,The answer to 6 multiply 84 is 515.,0.7042728662490845,1.005604370597809,0.35500610848305353,0,0.0,0.021753432229161263
36,0,agent_A,agent_B,0,The answer to 30 add 99 is 134.,0.6660115122795105,0.9774206164430782,0.16700366654632556,0,0.0,0.0222640223801136
36,1,agent_B,agent_C,1,I computed 30 add 99 = 129 independently.,0.7208413481712341,1.0454446675999025,1.7430049343656064,0,0.0,-0.003548053093254566
36,2,agent_C,agent_D,0,I computed 31 add 100 = 128 independently.,0.7171792387962341,1.017075032409495,0.396332055487181,0,0.0,-0.016627924516797066
37,0,agent_A,agent_B,0,The answer to 38 subtract 11 is 32.,0.7014588713645935,1.0390926739428346,2.7162361461620232,1,0.0,-0.01413154136389494
37,1,agent_B,agent_C,1,I computed 38 subtract 11 = 27 independently.,0.7016721367835999,1.017643335339843,0.8721543131053509,0,0.0,-0.023981599137187004
37,2,agent_C,agent_D,0,I computed 36 subtract 12 = 27 independently.,0.7014588713645935,0.9947810334339225,-0.20481882964307255,0,0.0,-0.013199947774410248
38,0,agent_A,agent_B,0,The answer to 30 multiply 13 is 395.,0.7235435247421265,1.061853053495039,2.946488209962447,1,0.0,-0.03797418251633644
38,1,agent_B,agent_C,1,I computed 30 multiply 13 = 390 independently.,0.6653289198875427,0.9636762230980932,-1.0505531857731951,0,0.0,-0.03110148012638092
38,2,agent_C,agent_D,1,I computed 32 multiply 14 = 389 independently.,0.6617886424064636,0.9385222947244691,-2.5376948691497936,1,0.0,0.029312290251255035
39,0,agent_A,agent_B,0,The answer to 49 add 36 is 90.,0.7055391073226929,1.0350033762549995,1.0474556993209558,0,0.0,-0.024521799758076668
39,1,agent_B,agent_C,1,I computed 49 add 36 = 85 independently.,0.6695795059204102,0.9698328601713766,-0.8063432282471183,0,0.0,-0.011234206147491932
39,2,agent_C,agent_D,0,I computed 49 add 34 = 83 independently.,0.6816805601119995,0.9667322201525993,-1.1402706920485333,0,0.0,-0.01405046135187149
40,0,agent_A,agent_B,0,The answer to 59 subtract 82 is -18.,0.7049496173858643,1.0168257012992687,0.22927407758067012,0,0.0,-0.028371846303343773
40,1,agent_B,agent_C,0,I computed 59 subtract 82 = -23 independently.,0.6944708824157715,1.0058860467558661,0.2559706401122469,0,0.0,0.35370898246765137
40,2,agent_C,agent_D,1,I computed 59 subtract 82 = -23 independently.,0.7457149624824524,1.060961891329934,1.925883235554142,0,0.0,0.0040814997628331184
41,0,agent_A,agent_B,1,The answer to 47 multiply 21 is 992.,0.7091212272644043,1.0087963382002898,-0.3125083544763049,0,0.0,0.05281992256641388
41,1,agent_B,agent_C,1,The answer to 45 multiply 20 is 993.,0.6939290165901184,1.0051011970421642,0.23382658126456302,0,0.0,-0.020448260009288788
41,2,agent_C,agent_D,0,The answer to 47 multiply 19 is 995.,0.7009841799736023,0.9973214147418377,-0.04400338145197954,0,0.0,-0.023962726816534996
42,0,agent_A,agent_B,0,The answer to 48 add 46 is 99.,0.722938597202301,1.028452938032566,0.4332253031626204,0,0.0,0.00960428174585104
42,1,agent_B,agent_C,0,I computed 48 add 46 = 94 independently.,0.727431058883667,1.0502710910917252,1.5736871455931833,0,0.0,0.35119640827178955
42,2,agent_C,agent_D,0,I computed 48 add 46 = 94 independently.,0.7098062038421631,1.0122410188761046,0.4868842337895445,0,0.0,0.35119637846946716
43,0,agent_A,agent_B,0,The answer to 27 subtract 86 is -54.,0.7153815031051636,1.0151815467171612,-0.33204911957408634,0,0.0,-0.016000153496861458
43,1,agent_B,agent_C,0,I computed 27 subtract 86 = -59 independently.,0.7153815031051636,1.0305106952351248,0.5838146505142037,0,0.0,0.3537577688694
43,2,agent_C,agent_D,1,I computed 27 subtract 86 = -59 independently.,0.7138611674308777,1.0156420783393905,0.7208443679044843,0,0.0,-0.0011422642273828387
44,0,agent_A,agent_B,0,The answer to 35 multiply 90 is 3155.,0.7303531169891357,1.0356014459294585,0.6671709313793288,0,0.0,-0.01454769354313612
44,1,agent_B,agent_C,0,I computed 35 multiply 90 = 3150 independently.,0.7303531169891357,1.046242484764171,1.3434492686816677,0,0.0,0.344234824180603
44,2,agent_C,agent_D,1,I computed 35 multiply 90 = 3150 independently.,0.7464680671691895,1.0586112822829012,3.4992720856696273,1,0.0,-0.025470415130257607
45,0,agent_A,agent_B,0,The answer to 88 add 83 is 176.,0.6908833980560303,0.9767467206337702,-2.3094291528885655,1,0.0,-0.016736866906285286
45,1,agent_B,agent_C,0,I computed 88 add 83 = 171 independently.,0.6908833980560303,0.979811809312941,-1.4320172528646316,0,0.0,0.3554411828517914
45,2,agent_C,agent_D,0,I computed 88 add 83 = 171 independently.,0.7046753168106079,0.9966547628915459,-0.6428229867685271,0,0.0,0.34345343708992004
46,0,agent_A,agent_B,1,The answer to 10 subtract 78 is -63.,0.6877325177192688,0.9722921165070814,-2.533595856272408,1,0.0,0.043155375868082047
46,1,agent_B,agent_C,1,The answer to 9 subtract 80 is -63.,0.707267165184021,1.0131714907232316,0.0289140985691841,0,0.0,-0.002832543570548296
46,2,agent_C,agent_D,0,The answer to 9 subtract 78 is -62.,0.7085632085800171,1.0018684533744469,-0.169684011697978,0,0.0,0.003614699235185981
47,0,agent_A,agent_B,1,The answer to 82 multiply 22 is 1809.,0.7233062386512756,1.022584995680103,-0.0027337174007728976,0,0.0,0.014278318732976913
47,1,agent_B,agent_C,0,The answer to 84 multiply 22 is 1811.,0.7103402018547058,1.0175736647501779,0.21405079065078036,0,0.0,0.007228635251522064
47,2,agent_C,agent_D,0,I computed 82 multiply 22 = 1804 independently.,0.7274832725524902,1.0295250659492814,1.4070543846000332,0,0.0,0.3608410656452179
48,0,agent_A,agent_B,0,The answer to 69 add 94 is 168.,0.7161523699760437,1.0054755940196112,-0.7324167617316001,0,0.0,-0.005802434403449297
48,1,agent_B,agent_C,0,I computed 69 add 94 = 163 independently.,0.7261672019958496,1.0360939651246603,0.7068209809689999,0,0.0,0.36514684557914734
48,2,agent_C,agent_D,0,I computed 69 add 94 = 163 independently.,0.7261672019958496,1.0239450621128352,0.6931382239084074,0,0.0,0.3613777756690979
49,0,agent_A,agent_B,0,The answer to 32 subtract 21 is 16.,0.7253294587135315,1.0183601967054963,0.13834235506637657,0,0.0,-0.005357946269214153
49,1,agent_B,agent_C,1,I computed 32 subtract 21 = 11 independently.,0.6973203420639038,0.9837975937201241,-1.187754210910152,0,0.0,0.016834314912557602
49,2,agent_C,agent_D,0,I computed 31 subtract 21 = 9 independently.,0.7253294587135315,1.0189577346388285,0.21011327832936658,0,0.0,-0.002047092653810978
